This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 201612 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on NI.

The portfolios are constructed at the end of June. NI (net stock issues), the change in the natural 
log of the split-adjusted shares outstanding from the fiscal year-end in t-2 to t-1.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,< 0 ,ZERO,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197207,    184.76,    101.63,    667.33,    672.02,    493.40,    340.26,    238.35,    893.04,    463.29,    878.45,    463.99,    627.27,    338.50,    325.10,    357.56,    341.16,    161.10
197208,    181.48,     99.10,    671.46,    679.04,    497.48,    334.06,    232.21,    891.17,    472.83,    893.39,    464.69,    642.47,    332.12,    324.11,    345.42,    338.34,    153.08
197209,    191.66,    103.65,    690.58,    700.66,    514.48,    341.53,    236.77,    917.47,    485.48,    920.18,    481.13,    661.29,    347.05,    326.00,    359.26,    346.53,    154.93
197210,    188.99,    102.01,    697.96,    696.28,    511.05,    334.02,    231.97,    939.97,    479.19,    920.49,    472.07,    659.48,    341.59,    318.89,    351.30,    340.58,    151.00
197211,    191.34,    103.67,    704.06,    706.82,    503.95,    340.71,    233.98,    943.76,    487.37,    933.03,    480.60,    645.10,    342.80,    323.32,    360.72,    348.27,    148.77
197212,    202.98,    110.11,    734.25,    726.56,    522.66,    359.73,    249.07,    992.27,    501.00,    961.99,    491.12,    665.87,    359.17,    341.43,    380.78,    374.99,    155.18
197301,    200.91,    109.12,    751.10,    741.16,    535.56,    357.15,    248.03,   1013.10,    514.25,    977.97,    502.50,    685.08,    366.10,    339.84,    377.07,    374.20,    153.96
197302,    198.74,    107.28,    728.33,    724.62,    541.32,    337.43,    232.42,    986.42,    497.08,    967.45,    479.89,    711.53,    348.42,    323.89,    353.02,    351.92,    144.03
197303,    187.37,    100.19,    703.92,    696.50,    521.33,    320.10,    218.56,    948.60,    484.68,    921.03,    470.21,    692.88,    326.90,    311.72,    329.76,    333.44,    133.59
197304,    185.23,    101.64,    700.13,    699.76,    522.04,    312.43,    212.12,    946.24,    479.61,    924.40,    473.36,    695.37,    325.60,    306.68,    319.05,    323.68,    129.61
197305,    179.73,     99.33,    683.00,    667.97,    496.27,    289.76,    197.85,    924.43,    463.16,    882.00,    452.24,    658.20,    311.20,    285.70,    294.43,    302.50,    119.98
197306,    168.47,     93.13,    670.21,    667.28,    486.58,    285.36,    188.57,    909.36,    454.38,    878.18,    454.72,    645.95,    304.46,    281.32,    290.06,    294.34,    109.87
197307,    176.62,     81.33,    405.37,    337.89,    469.35,    210.90,    118.64,    512.66,    315.17,    297.13,    383.87,    799.26,    205.12,    220.73,    200.62,    161.02,     90.75
197308,    184.82,     84.45,    419.65,    359.72,    490.18,    232.34,    127.67,    525.37,    330.77,    314.50,    411.02,    826.00,    222.76,    242.95,    221.23,    168.41,    100.77
197309,    179.68,     81.68,    406.43,    345.97,    469.84,    224.90,    123.46,    505.68,    322.98,    304.32,    393.48,    795.76,    210.31,    233.99,    215.39,    163.02,     97.33
197310,    193.58,     87.31,    429.46,    360.99,    481.67,    239.51,    134.24,    527.03,    347.42,    319.17,    408.68,    801.36,    225.92,    249.48,    229.02,    175.13,    107.25
197311,    189.92,     87.74,    428.93,    361.97,    486.18,    239.98,    129.61,    530.17,    343.80,    319.22,    410.99,    813.71,    224.17,    249.04,    230.39,    170.39,    102.60
197312,    159.01,     76.30,    384.15,    315.45,    440.02,    200.49,    109.88,    475.56,    307.29,    282.63,    352.91,    743.51,    196.09,    208.61,    191.94,    146.37,     85.63
197401,    161.79,     79.96,    394.22,    314.30,    445.39,    201.75,    110.42,    494.61,    309.82,    281.55,    351.71,    758.28,    194.19,    207.45,    195.78,    146.44,     86.33
197402,    168.47,     81.42,    382.96,    316.10,    442.01,    204.49,    113.79,    478.14,    302.92,    279.65,    357.57,    745.13,    197.51,    215.33,    193.21,    150.59,     89.17
197403,    168.43,     81.28,    374.02,    315.70,    446.93,    204.67,    114.00,    467.35,    295.54,    279.34,    357.09,    757.55,    197.84,    212.87,    196.07,    151.65,     88.73
197404,    165.82,     79.43,    366.25,    311.44,    435.53,    199.21,    109.43,    457.47,    289.16,    273.06,    354.69,    737.91,    193.06,    208.81,    189.15,    146.73,     84.43
197405,    161.71,     75.41,    347.46,    302.98,    419.79,    190.33,     99.10,    433.67,    274.24,    263.07,    347.97,    712.75,    185.14,    201.18,    179.01,    130.80,     77.96
197406,    155.69,     71.38,    331.59,    299.67,    403.46,    185.57,     91.31,    411.51,    263.72,    259.09,    344.96,    692.41,    173.39,    197.75,    172.80,    121.10,     71.48
197407,    163.00,     49.44,    250.00,    437.15,    339.35,    189.81,    135.68,    284.39,    225.08,    466.57,    404.18,    424.14,    246.20,    211.82,    169.31,    197.20,     93.96
197408,    154.07,     47.87,    224.57,    398.20,    314.29,    172.75,    127.81,    255.13,    202.43,    419.08,    374.64,    393.54,    226.58,    190.55,    156.26,    184.38,     89.27
197409,    141.28,     43.71,    203.90,    362.18,    282.72,    155.35,    115.65,    232.33,    183.45,    390.09,    330.67,    357.53,    199.92,    172.89,    139.28,    166.71,     80.41
197410,    127.49,     40.79,    171.01,    329.27,    246.75,    135.89,    105.04,    196.50,    152.57,    353.63,    301.57,    310.16,    176.59,    148.55,    124.22,    149.90,     73.66
197411,    144.06,     45.96,    201.12,    394.48,    289.81,    164.60,    123.25,    229.33,    180.73,    417.61,    367.98,    362.94,    209.36,    183.09,    147.57,    177.35,     85.06
197412,    138.32,     44.47,    189.25,    370.98,    275.04,    159.86,    119.43,    213.65,    171.60,    392.66,    346.13,    346.19,    197.25,    178.87,    142.26,    171.17,     82.75
197501,    135.76,     43.09,    183.89,    365.10,    266.42,    152.93,    113.53,    202.95,    170.11,    385.75,    341.24,    337.01,    189.25,    172.98,    134.37,    163.30,     78.09
197502,    157.32,     50.26,    208.20,    406.52,    301.54,    170.16,    134.73,    228.68,    193.39,    437.92,    369.98,    379.20,    216.63,    184.28,    157.02,    190.92,     94.70
197503,    161.94,     51.49,    226.91,    429.27,    326.63,    182.39,    138.47,    257.77,    204.59,    462.42,    390.93,    414.04,    230.42,    203.18,    163.15,    194.44,     98.60
197504,    167.01,     54.28,    233.63,    440.42,    334.41,    188.05,    141.71,    266.69,    209.73,    473.89,    401.71,    420.23,    239.96,    209.93,    167.69,    199.30,    100.68
197505,    173.59,     56.06,    251.75,    462.08,    345.54,    197.72,    146.30,    295.16,    220.21,    488.98,    430.98,    429.93,    252.67,    222.20,    174.94,    207.48,    102.73
197506,    185.39,     58.20,    268.80,    474.82,    363.46,    208.25,    156.06,    308.06,    240.12,    495.50,    450.90,    454.47,    263.22,    230.06,    187.95,    221.88,    108.97
197507,    125.94,     67.54,    367.24,    517.88,    543.80,    240.32,    247.01,    445.96,    303.17,    575.86,    454.62,    312.97,    799.90,    270.21,    212.49,    347.99,    157.47
197508,    119.37,     63.98,    342.48,    485.61,    502.30,    220.87,    235.94,    419.35,    280.45,    546.31,    419.40,    286.04,    742.24,    249.56,    194.15,    330.27,    152.31
197509,    116.06,     61.95,    332.63,    477.03,    489.68,    212.23,    225.92,    409.86,    270.31,    538.39,    410.09,    282.35,    718.20,    240.99,    185.45,    315.26,    146.70
197510,    112.36,     59.34,    319.09,    447.86,    477.98,    203.08,    222.23,    399.22,    254.43,    505.82,    384.63,    272.98,    703.94,    232.01,    176.14,    311.14,    143.39
197511,    117.76,     61.87,    338.55,    481.84,    507.44,    217.51,    230.27,    421.65,    271.50,    548.75,    409.36,    283.56,    754.20,    247.71,    189.38,    320.91,    149.90
197512,    119.75,     64.05,    345.75,    494.48,    528.36,    222.37,    237.02,    433.95,    274.58,    566.28,    416.69,    290.82,    790.35,    251.95,    194.81,    332.63,    152.88
197601,    119.15,     62.96,    345.77,    481.21,    525.72,    216.99,    235.67,    432.54,    275.27,    550.56,    406.08,    287.81,    790.07,    246.03,    189.96,    329.66,    152.95
197602,    134.11,     72.13,    392.62,    544.07,    587.39,    243.57,    261.35,    484.92,    317.62,    614.79,    467.46,    319.92,    882.60,    275.51,    213.82,    361.84,    172.32
197603,    135.28,     74.09,    392.98,    544.64,    578.50,    245.45,    260.42,    478.77,    323.28,    623.98,    459.29,    305.77,    879.50,    278.42,    214.75,    355.95,    174.64
197604,    140.32,     74.93,    405.22,    557.45,    598.91,    249.95,    266.54,    506.85,    322.64,    644.14,    464.20,    322.37,    900.03,    285.73,    216.85,    366.29,    176.97
197605,    138.49,     74.58,    398.28,    553.52,    592.61,    246.44,    265.24,    496.80,    317.80,    634.54,    466.37,    315.02,    894.88,    279.26,    215.89,    363.59,    176.32
197606,    137.86,     72.72,    393.62,    541.51,    582.63,    242.42,    264.98,    487.56,    316.88,    611.29,    465.87,    312.06,    877.24,    275.71,    211.46,    362.99,    177.03
197607,     74.53,     61.21,    504.96,    482.35,    511.97,    350.27,    251.55,    723.89,    336.55,    475.30,    489.31,    515.18,    509.35,    241.74,    477.89,    312.54,    198.98
197608,     74.73,     61.49,    500.89,    477.73,    506.09,    348.69,    253.10,    715.71,    334.58,    474.81,    480.60,    513.05,    500.42,    237.30,    480.58,    318.70,    196.57
197609,     73.93,     60.51,    496.80,    472.65,    504.00,    347.91,    254.89,    710.28,    331.52,    467.14,    478.08,    514.87,    495.16,    233.76,    483.07,    320.09,    198.70
197610,     76.41,     62.09,    509.78,    477.72,    516.38,    357.73,    262.72,    721.73,    345.69,    473.31,    482.04,    524.81,    509.52,    240.26,    496.83,    330.93,    203.92
197611,     74.97,     60.86,    494.97,    468.02,    501.32,    353.35,    259.29,    697.33,    338.30,    463.95,    472.02,    509.88,    494.40,    232.18,    497.70,    326.28,    201.16
197612,     76.51,     60.40,    489.11,    462.46,    499.26,    359.01,    264.24,    690.78,    334.28,    457.83,    466.99,    503.66,    495.77,    236.55,    504.91,    331.62,    205.40
197701,     82.84,     64.91,    524.70,    488.66,    524.45,    377.57,    277.82,    730.95,    364.29,    483.87,    493.34,    529.20,    520.66,    248.79,    532.11,    345.65,    218.57
197702,     80.56,     64.37,    507.40,    450.91,    501.54,    365.03,    272.41,    704.08,    353.41,    447.18,    454.55,    497.72,    504.62,    232.99,    521.83,    336.75,    216.21
197703,     78.43,     62.77,    493.83,    445.20,    489.88,    358.25,    265.45,    687.57,    342.14,    440.58,    449.74,    482.67,    495.68,    226.93,    514.20,    328.30,    210.19
197704,     77.91,     62.36,    482.23,    441.09,    482.83,    353.54,    264.77,    672.59,    333.20,    437.34,    444.77,    473.43,    490.40,    222.31,    509.39,    326.40,    210.59
197705,     79.50,     63.36,    489.56,    438.41,    480.28,    357.48,    268.80,    682.19,    341.29,    432.52,    444.23,    473.10,    485.98,    225.40,    515.30,    329.82,    215.98
197706,     78.02,     63.54,    475.96,    427.51,    467.13,    353.97,    268.29,    659.00,    335.07,    422.30,    432.66,    460.88,    472.10,    221.29,    511.68,    331.76,    213.34
197707,    100.24,     50.46,    430.72,    293.17,    353.42,    344.95,    320.00,    366.50,    489.81,    322.12,    263.23,    473.94,    244.25,    196.02,    513.14,    393.02,    256.89
197708,     98.77,     50.28,    425.24,    286.27,    349.99,    341.24,    317.37,    357.38,    487.99,    312.34,    259.31,    473.18,    238.41,    194.67,    506.13,    393.92,    251.59
197709,     98.04,     49.48,    415.90,    283.41,    346.63,    329.02,    309.70,    354.60,    472.26,    306.22,    259.95,    472.41,    232.70,    186.93,    488.88,    384.68,    245.26
197710,     99.07,     49.53,    415.54,    284.87,    342.63,    334.60,    309.45,    355.02,    471.16,    307.87,    261.21,    466.86,    230.70,    185.96,    502.77,    385.55,    244.06
197711,     95.37,     47.35,    397.66,    272.72,    331.05,    320.94,    297.61,    336.62,    453.45,    293.39,    251.47,    452.38,    221.74,    180.81,    478.78,    369.71,    236.02
197712,     98.09,     49.33,    409.73,    286.28,    346.35,    331.99,    310.05,    347.85,    466.27,    308.06,    263.63,    471.83,    233.37,    190.14,    491.13,    386.56,    244.69
197801,     98.84,     49.73,    414.48,    287.07,    352.07,    338.57,    309.25,    349.02,    474.91,    307.73,    265.32,    481.91,    236.40,    192.82,    499.95,    384.28,    244.82
197802,     94.25,     48.18,    390.10,    268.60,    331.96,    317.28,    291.22,    330.89,    444.75,    287.13,    249.10,    456.39,    221.11,    178.60,    470.82,    362.16,    230.00
197803,     93.68,     47.78,    379.12,    264.38,    322.30,    316.52,    286.85,    320.66,    433.08,    282.71,    245.10,    440.11,    216.87,    176.22,    471.86,    355.48,    227.64
197804,     98.75,     50.38,    390.50,    273.17,    324.49,    328.50,    295.51,    334.28,    442.11,    294.17,    251.07,    434.70,    225.91,    183.30,    489.26,    364.91,    235.32
197805,    107.91,     53.82,    426.17,    300.31,    363.88,    350.77,    313.01,    364.88,    482.43,    322.72,    276.71,    494.32,    249.00,    198.99,    519.77,    382.83,    252.19
197806,    110.81,     56.07,    432.96,    309.28,    368.14,    354.67,    319.14,    373.48,    487.26,    331.02,    286.10,    494.94,    257.04,    205.14,    518.14,    389.84,    257.91
197807,    223.56,     52.99,    336.99,    229.79,    281.67,    229.13,    355.51,    347.88,    326.95,    215.21,    243.08,    366.41,    203.57,    215.97,    242.42,    556.18,    200.83
197808,    239.78,     55.91,    360.06,    241.38,    299.57,    241.46,    366.56,    375.21,    346.17,    224.97,    256.24,    389.83,    216.80,    228.47,    254.68,    571.96,    209.09
197809,    250.70,     59.34,    371.80,    250.64,    307.67,    251.74,    378.72,    384.65,    360.02,    235.03,    264.78,    396.92,    225.86,    237.55,    266.20,    590.04,    217.59
197810,    250.49,     58.71,    367.21,    250.30,    301.94,    249.95,    378.69,    378.01,    357.31,    237.77,    261.66,    387.80,    223.64,    235.98,    264.06,    590.24,    215.35
197811,    226.46,     49.29,    325.62,    217.65,    266.33,    217.70,    345.10,    335.91,    316.19,    206.85,    227.47,    346.64,    192.74,    206.87,    228.68,    545.32,    189.38
197812,    231.70,     50.97,    334.98,    224.71,    276.21,    223.85,    356.92,    348.69,    322.30,    213.53,    234.90,    359.68,    200.51,    213.62,    234.08,    560.57,    198.03
197901,    238.80,     51.43,    342.77,    229.35,    279.49,    226.49,    356.83,    356.02,    330.58,    219.33,    238.42,    364.43,    202.49,    216.24,    236.73,    559.81,    198.66
197902,    251.36,     54.27,    355.28,    242.29,    290.48,    238.82,    374.75,    369.29,    342.46,    230.89,    252.48,    373.84,    215.69,    226.51,    251.06,    583.28,    210.84
197903,    242.11,     52.36,    342.51,    231.47,    277.33,    230.64,    366.24,    355.86,    330.23,    218.46,    243.05,    355.00,    207.32,    219.73,    241.39,    572.77,    205.70
197904,    259.49,     56.00,    365.31,    249.50,    296.98,    246.95,    381.69,    384.36,    347.88,    235.40,    262.10,    375.42,    225.93,    235.15,    258.64,    594.54,    218.10
197905,    261.95,     56.16,    368.65,    253.12,    299.49,    250.84,    377.50,    389.81,    349.31,    237.02,    267.59,    376.32,    229.95,    237.32,    264.36,    585.07,    217.98
197906,    257.08,     54.69,    358.59,    246.47,    293.80,    246.64,    375.19,    377.41,    341.39,    228.72,    262.39,    369.48,    226.01,    233.93,    259.60,    574.99,    220.28
197907,    290.77,     51.93,    420.87,    200.29,    235.35,    325.67,    243.39,    471.52,    365.64,    199.57,    200.95,    280.80,    194.22,    230.73,    424.38,    340.22,    163.75
197908,    294.75,     53.61,    427.65,    203.54,    240.41,    330.57,    246.77,    474.48,    376.60,    200.74,    206.07,    282.44,    201.90,    234.62,    430.33,    343.50,    167.19
197909,    308.32,     55.87,    457.53,    217.23,    256.38,    349.45,    259.25,    511.80,    398.61,    213.77,    220.38,    299.03,    217.00,    254.43,    447.50,    360.68,    175.81
197910,    312.06,     55.54,    458.29,    217.17,    254.39,    346.45,    256.12,    515.46,    396.22,    212.39,    221.53,    296.58,    215.44,    251.91,    443.60,    354.85,    174.98
197911,    293.51,     49.11,    424.69,    200.99,    234.87,    323.21,    237.47,    481.64,    362.87,    195.06,    206.41,    271.30,    201.09,    230.87,    418.12,    329.47,    161.93
197912,    303.34,     51.77,    454.67,    215.19,    247.77,    341.27,    254.87,    511.04,    393.68,    203.44,    226.03,    283.66,    214.35,    247.88,    437.28,    352.06,    175.13
198001,    309.14,     54.12,    467.95,    223.27,    256.96,    349.84,    261.21,    523.16,    407.88,    210.61,    235.11,    294.95,    221.45,    258.26,    444.00,    353.94,    184.19
198002,    338.74,     57.95,    493.27,    234.63,    268.09,    366.07,    274.42,    550.05,    431.78,    216.64,    251.47,    303.02,    235.30,    278.22,    456.06,    369.55,    195.41
198003,    339.08,     55.32,    507.05,    225.89,    260.83,    359.40,    265.20,    579.58,    428.51,    208.22,    242.35,    291.60,    231.82,    270.17,    450.07,    354.95,    191.02
198004,    297.67,     47.07,    449.36,    197.37,    234.61,    323.97,    236.78,    508.28,    385.24,    181.49,    212.10,    267.55,    203.56,    238.51,    410.12,    323.72,    164.99
198005,    304.66,     49.83,    472.96,    205.94,    245.08,    342.80,    259.05,    539.61,    401.07,    189.20,    221.75,    277.94,    214.27,    248.75,    437.23,    354.87,    179.60
198006,    319.36,     53.37,    500.56,    220.84,    260.61,    359.11,    269.65,    567.92,    427.91,    203.86,    236.86,    297.81,    225.73,    263.60,    455.79,    368.06,    188.05
198007,    243.51,     62.10,    554.68,    223.60,    235.17,    401.59,    309.62,    616.54,    504.59,    241.89,    205.24,    235.28,    235.07,    393.72,    410.74,    439.27,    213.04
198008,    262.96,     66.43,    595.56,    244.28,    255.32,    424.73,    324.76,    661.94,    541.38,    266.38,    221.99,    252.19,    258.15,    412.69,    438.69,    457.52,    225.29
198009,    268.36,     68.40,    599.43,    251.40,    266.45,    430.56,    331.02,    668.79,    542.57,    273.20,    229.59,    263.09,    269.47,    418.93,    443.99,    459.79,    232.90
198010,    271.90,     71.89,    607.17,    260.32,    274.87,    459.74,    338.03,    670.36,    555.16,    283.74,    237.00,    270.78,    278.55,    451.92,    468.73,    463.98,    242.16
198011,    282.40,     73.02,    620.60,    261.61,    276.33,    475.06,    337.42,    687.62,    565.71,    282.69,    240.62,    272.96,    279.36,    469.53,    481.35,    459.13,    245.18
198012,    314.11,     79.04,    687.37,    283.82,    299.30,    549.58,    359.95,    732.72,    649.46,    306.16,    261.67,    301.81,    297.07,    564.58,    532.48,    480.86,    267.69
198101,    301.54,     74.93,    669.16,    285.90,    297.33,    524.06,    350.35,    722.08,    624.77,    301.04,    270.83,    302.50,    292.68,    528.35,    519.17,    474.10,    255.27
198102,    293.28,     73.07,    646.23,    273.66,    289.81,    482.14,    343.77,    706.14,    596.05,    293.78,    253.62,    290.42,    289.27,    478.55,    486.24,    474.15,    243.22
198103,    296.35,     73.36,    659.88,    280.16,    298.65,    485.45,    343.82,    733.42,    598.65,    303.03,    257.50,    299.34,    298.04,    482.41,    488.93,    473.26,    244.46
198104,    307.85,     79.41,    668.95,    291.53,    319.19,    508.55,    361.82,    741.68,    608.39,    313.98,    269.27,    317.24,    320.90,    503.56,    514.30,    496.86,    258.74
198105,    307.95,     79.12,    650.32,    289.78,    320.00,    495.55,    362.53,    716.95,    594.83,    314.90,    265.11,    320.11,    319.90,    476.65,    517.51,    504.33,    254.30
198106,    307.45,     78.14,    643.56,    292.05,    327.41,    495.84,    373.86,    714.62,    584.40,    314.67,    270.13,    325.40,    329.19,    478.14,    516.41,    520.76,    262.51
198107,    321.73,     64.60,    627.61,    320.21,    299.50,    516.45,    313.31,    837.53,    429.77,    381.18,    254.82,    289.07,    310.87,    464.92,    567.31,    467.38,    231.68
198108,    325.54,     64.55,    634.27,    313.88,    288.95,    516.55,    312.41,    838.48,    440.08,    375.86,    247.11,    275.26,    303.76,    467.13,    564.68,    463.61,    232.08
198109,    305.72,     60.94,    596.78,    294.56,    266.62,    478.75,    292.55,    793.25,    409.99,    351.66,    232.78,    253.79,    280.39,    431.82,    524.85,    437.50,    215.11
198110,    294.00,     55.91,    544.57,    276.14,    251.37,    458.05,    270.96,    751.71,    346.75,    327.01,    220.84,    238.48,    265.15,    402.63,    512.01,    409.67,    197.24
198111,    306.02,     59.75,    576.18,    292.08,    270.04,    482.02,    293.99,    795.11,    369.15,    347.65,    231.10,    257.41,    283.54,    418.86,    543.78,    443.23,    214.86
198112,    327.64,     62.08,    598.70,    305.92,    272.62,    496.12,    300.74,    828.62,    380.27,    363.30,    242.63,    261.35,    284.68,    436.89,    554.30,    442.89,    225.76
198201,    316.70,     60.16,    588.98,    295.84,    266.82,    483.87,    288.02,    820.16,    370.47,    352.01,    233.88,    254.79,    279.80,    421.68,    544.67,    428.97,    213.67
198202,    313.26,     58.54,    580.39,    286.30,    258.95,    473.67,    279.37,    807.63,    364.61,    337.55,    229.52,    244.78,    274.30,    406.18,    539.35,    420.34,    204.80
198203,    291.24,     55.32,    544.13,    273.11,    248.45,    444.63,    265.67,    747.43,    350.24,    319.23,    222.67,    232.60,    265.62,    388.23,    498.76,    399.59,    194.24
198204,    289.25,     52.64,    544.13,    270.32,    243.81,    444.66,    260.03,    749.91,    348.87,    317.01,    219.69,    229.42,    259.35,    393.44,    493.35,    392.69,    189.26
198205,    302.96,     55.75,    567.11,    283.07,    256.96,    462.79,    271.34,    781.12,    363.10,    328.76,    233.28,    239.20,    276.13,    408.93,    514.43,    408.96,    197.92
198206,    295.61,     54.17,    552.72,    267.05,    242.91,    443.57,    261.97,    763.56,    352.71,    313.27,    216.65,    227.11,    259.96,    391.93,    493.09,    393.57,    191.73
198207,    252.39,     68.96,    382.07,    373.24,    338.51,    339.68,    203.60,    423.46,    343.44,    399.41,    346.48,    483.70,    205.60,    271.49,    403.29,    356.66,    138.65
198208,    244.88,     66.73,    369.40,    367.45,    337.98,    336.71,    197.45,    407.23,    334.27,    384.71,    349.71,    490.24,    200.47,    264.62,    404.75,    349.27,    132.91
198209,    269.59,     73.44,    408.18,    408.99,    378.71,    375.22,    224.44,    455.24,    364.88,    431.32,    385.94,    539.54,    231.67,    298.80,    447.34,    390.93,    153.18
198210,    277.75,     76.95,    417.91,    412.92,    389.18,    377.56,    224.88,    465.00,    374.40,    437.55,    387.60,    557.39,    234.75,    299.59,    451.12,    391.16,    153.17
198211,    307.47,     84.00,    467.82,    456.65,    434.75,    425.76,    258.46,    510.96,    427.97,    485.32,    427.45,    616.52,    269.37,    344.88,    502.36,    448.08,    176.99
198212,    316.06,     87.35,    484.54,    472.70,    457.16,    444.95,    277.41,    533.38,    439.03,    493.10,    452.02,    644.25,    287.01,    368.71,    517.17,    474.43,    192.27
198301,    321.87,     90.70,    495.92,    477.28,    473.32,    450.77,    273.80,    551.93,    444.26,    500.54,    453.47,    681.99,    287.07,    375.06,    522.75,    466.68,    190.50
198302,    331.80,     94.40,    506.98,    487.16,    492.15,    483.52,    290.77,    567.64,    450.78,    513.83,    459.87,    708.58,    299.86,    390.29,    572.12,    480.56,    208.18
198303,    348.26,     98.26,    521.54,    506.29,    500.95,    490.79,    298.92,    578.77,    468.28,    535.01,    477.16,    714.30,    312.28,    408.68,    568.46,    493.32,    213.99
198304,    365.74,    102.08,    552.46,    524.05,    519.71,    496.15,    305.33,    621.62,    488.09,    553.51,    494.03,    744.19,    321.20,    412.60,    574.80,    502.20,    218.99
198305,    390.92,    110.49,    594.17,    562.53,    563.52,    533.41,    327.96,    664.05,    528.21,    592.99,    530.91,    818.98,    337.62,    454.00,    608.14,    540.26,    234.94
198306,    391.71,    115.11,    592.55,    554.32,    568.64,    541.57,    338.01,    653.67,    534.58,    588.29,    519.21,    817.37,    349.96,    464.22,    613.71,    550.46,    244.07
198307,    351.57,    110.37,    469.85,    470.63,    723.71,    586.74,    489.89,    554.92,    389.44,    429.84,    511.24,    497.93,    976.58,    745.40,    428.09,    795.61,    315.20
198308,    347.59,    106.37,    454.22,    454.52,    702.17,    572.76,    472.14,    530.92,    381.43,    416.96,    491.61,    479.32,    948.42,    729.59,    417.46,    774.87,    298.61
198309,    352.95,    105.99,    459.11,    451.17,    695.76,    574.19,    474.61,    532.52,    389.13,    412.42,    489.44,    467.47,    948.15,    731.86,    418.07,    793.33,    290.54
198310,    357.10,    106.43,    460.55,    458.84,    718.43,    583.36,    485.60,    537.55,    387.17,    421.85,    495.53,    478.53,    983.90,    737.83,    429.65,    816.27,    295.47
198311,    355.91,    101.83,    450.41,    446.38,    698.19,    573.19,    471.63,    530.30,    374.65,    407.84,    484.76,    475.42,    944.70,    721.61,    422.54,    805.21,    279.82
198312,    359.96,    105.87,    467.82,    464.40,    706.22,    584.88,    477.92,    547.03,    391.98,    425.66,    502.82,    492.67,    943.87,    732.95,    435.33,    820.69,    280.70
198401,    363.36,    104.90,    471.21,    463.00,    708.22,    576.06,    462.49,    553.79,    391.77,    425.41,    500.11,    483.04,    956.50,    723.28,    425.86,    796.31,    271.02
198402,    358.78,    111.96,    462.94,    451.76,    688.75,    559.08,    462.01,    546.90,    382.19,    414.37,    488.36,    465.57,    935.05,    698.52,    416.79,    808.50,    263.13
198403,    354.03,    109.63,    440.79,    432.62,    653.01,    529.03,    438.21,    519.50,    365.47,    394.44,    469.67,    435.14,    893.45,    661.23,    393.43,    769.76,    247.43
198404,    361.05,    110.12,    451.74,    442.02,    669.20,    539.13,    427.94,    531.07,    375.83,    403.63,    479.74,    442.74,    921.88,    672.80,    402.00,    748.36,    243.09
198405,    371.09,    111.26,    454.89,    442.30,    674.57,    537.71,    429.27,    535.31,    377.57,    404.23,    479.72,    448.62,    925.49,    673.49,    399.13,    760.47,    238.92
198406,    331.93,    109.17,    428.91,    417.55,    636.93,    503.40,    412.85,    504.95,    355.45,    385.97,    448.60,    410.41,    889.95,    624.90,    378.74,    733.02,    228.23
198407,    398.71,     94.98,    467.47,    457.35,    512.65,    448.52,    175.77,    488.44,    443.79,    441.24,    471.33,    587.09,    419.25,    472.23,    428.09,    284.61,    128.66
198408,    391.22,     89.51,    452.49,    453.81,    505.97,    441.97,    168.29,    473.79,    428.59,    426.59,    477.53,    587.71,    404.18,    467.85,    419.59,    279.11,    120.27
198409,    434.00,     97.34,    502.27,    507.00,    571.25,    489.87,    189.92,    522.82,    479.02,    476.23,    533.97,    659.72,    460.05,    517.81,    465.92,    312.96,    136.25
198410,    428.24,     98.83,    506.39,    501.56,    572.35,    493.24,    188.39,    528.11,    482.13,    469.08,    529.77,    657.23,    462.58,    519.19,    471.03,    312.24,    134.51
198411,    427.73,     97.80,    509.17,    505.24,    573.72,    492.29,    188.48,    530.57,    485.52,    473.44,    532.58,    656.38,    466.71,    518.50,    469.86,    317.37,    132.21
198412,    426.05,     97.96,    506.29,    498.38,    563.97,    490.30,    183.57,    525.85,    484.39,    466.64,    525.88,    647.05,    457.61,    516.62,    467.72,    311.32,    127.53
198501,    435.61,     99.12,    513.06,    511.77,    581.74,    506.90,    190.20,    533.45,    490.31,    473.36,    544.77,    665.50,    474.68,    530.85,    486.47,    320.24,    133.17
198502,    471.95,    106.75,    550.70,    558.13,    639.07,    552.39,    210.65,    578.36,    520.15,    519.02,    591.70,    733.70,    519.85,    577.00,    531.60,    352.73,    148.46
198503,    482.63,    111.84,    569.31,    565.19,    636.96,    556.55,    213.79,    598.90,    536.49,    532.57,    593.07,    731.29,    517.54,    582.72,    534.54,    357.43,    150.62
198504,    488.66,    111.95,    572.76,    564.92,    626.77,    562.38,    210.29,    599.20,    543.06,    536.65,    589.16,    708.91,    522.15,    590.54,    538.41,    351.95,    147.59
198505,    491.54,    113.55,    574.84,    556.97,    625.90,    561.18,    209.57,    600.96,    545.60,    528.84,    581.18,    718.57,    507.61,    593.08,    533.83,    348.61,    147.85
