This file was created by CMPT_VAR_RETS using the 201612 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on VAR.

The portfolios are constructed at the end of each month.

The residual return variance is measured over 60 days up to formation monthend requiring at least 20 non-missing daily returns.  
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197609,    2.68,    1.86,    2.55,    2.20,    2.73,    2.51,    3.00,    1.67,    2.15,    2.49,    2.62,    2.07,    2.41,    3.80,    1.34
197610,   -1.75,   -1.85,   -2.85,   -3.63,   -2.95,   -1.69,   -1.86,   -1.31,   -2.61,   -3.53,   -1.89,   -3.81,   -3.34,   -2.19,   -3.80
197611,    0.07,    0.12,    2.68,    3.71,    3.71,    0.18,   -0.21,   -0.79,    1.43,    2.76,    2.59,    2.74,    5.36,    4.64,    2.60
197612,    5.32,    5.67,    7.59,    9.31,   10.11,    5.24,    5.52,    5.68,    5.64,    7.31,    7.97,    9.19,    9.47,    8.20,   12.18
197701,   -4.20,   -3.43,   -3.98,   -1.43,    0.77,   -3.33,   -6.30,   -2.93,   -4.18,   -3.52,   -4.53,   -2.49,   -0.19,   -0.52,    2.28
197702,   -1.29,   -2.09,   -1.67,   -2.22,   -2.62,   -1.25,   -1.39,   -2.10,   -2.08,   -1.61,   -1.74,   -2.24,   -2.20,   -3.76,   -1.57
197703,   -1.50,   -0.33,    0.02,   -0.45,    0.12,   -1.50,   -1.52,   -0.43,   -0.19,    0.15,   -0.12,   -0.61,   -0.21,    0.37,   -0.08
197704,    0.22,    0.54,    1.42,    1.54,    0.67,    0.21,    0.25,    1.34,   -0.37,    1.13,    1.82,    1.13,    2.19,    1.14,    0.24
197705,   -0.75,   -1.01,   -2.39,   -1.03,   -0.59,   -0.42,   -1.46,   -0.57,   -1.52,   -3.07,   -1.38,   -1.34,   -0.70,   -0.61,   -0.57
197706,    4.15,    5.61,    6.10,    7.91,    8.03,    4.02,    4.43,    5.79,    5.39,    5.51,    7.30,    7.60,    8.26,    8.74,    7.25
197707,   -0.83,   -2.08,   -0.79,   -2.29,   -1.37,   -0.70,   -1.18,   -1.77,   -2.54,   -0.48,   -1.22,   -3.10,   -1.14,   -1.29,   -1.46
197708,   -1.99,   -0.50,    0.04,   -0.75,   -0.90,   -1.84,   -2.31,   -0.30,   -0.73,   -0.44,    0.72,   -1.15,   -0.23,   -0.26,   -1.64
197709,    0.32,   -0.29,    0.20,    0.04,    0.30,    0.52,   -0.10,   -0.02,   -0.65,    0.44,   -0.07,    0.49,   -0.55,    0.14,    0.48
197710,   -3.65,   -4.21,   -3.85,   -4.07,   -4.08,   -3.42,   -4.20,   -4.55,   -3.57,   -3.62,   -4.15,   -3.56,   -4.71,   -3.70,   -4.56
197711,    3.10,    5.37,    5.91,    7.73,    8.67,    2.55,    4.12,    5.09,    5.71,    5.80,    6.06,    6.90,    8.84,   10.21,    6.79
197712,    0.49,    0.86,    1.79,    1.01,    1.05,    0.81,   -0.32,    1.37,    0.15,    1.53,    2.12,   -0.20,    2.60,    1.56,    0.43
197801,   -5.48,   -6.85,   -4.80,   -4.67,   -2.08,   -5.30,   -5.88,   -6.99,   -6.67,   -4.87,   -4.69,   -4.49,   -4.87,   -3.02,   -1.03
197802,   -1.01,   -1.91,    0.13,    0.29,    1.12,   -0.58,   -1.93,   -2.28,   -1.24,    0.15,    0.10,    0.47,    0.09,    0.72,    1.54
197803,    1.99,    4.51,    5.37,    5.79,    7.07,    1.44,    2.87,    4.11,    5.00,    4.98,    5.87,    5.54,    6.03,    7.64,    6.49
197804,    7.81,    9.21,    9.66,    8.83,    7.85,    7.01,    9.24,    8.84,    9.66,    9.92,    9.32,    9.21,    8.34,    8.65,    6.99
197805,    0.51,    2.74,    3.95,    7.58,    7.93,   -0.07,    2.06,    2.17,    3.44,    3.85,    4.11,    7.38,    7.83,    7.24,    8.69
197806,   -1.44,   -0.48,   -2.18,    0.29,   -0.49,   -1.27,   -1.91,   -0.93,    0.11,   -2.24,   -2.09,    1.40,   -1.21,   -1.11,    0.27
197807,    4.54,    6.03,    7.73,    8.35,    5.74,    4.21,    5.21,    6.07,    5.98,    8.11,    7.11,    9.68,    6.98,    7.80,    3.68
197808,    2.89,    4.04,    6.46,    7.54,    8.16,    3.21,    2.24,    4.78,    2.76,    5.62,    7.68,    7.81,    7.28,    6.35,    9.87
197809,    0.01,   -1.90,   -0.84,   -0.85,   -2.60,    0.14,   -0.26,   -1.74,   -2.12,    0.23,   -1.88,   -0.78,   -0.93,   -2.74,   -2.45
197810,   -7.25,  -10.98,  -14.71,  -18.83,  -26.13,   -6.39,   -8.97,  -10.81,  -11.16,  -13.22,  -16.60,  -16.95,  -21.06,  -24.57,  -27.46
197811,    2.39,    3.02,    4.84,    6.92,    8.60,    2.80,    1.49,    2.79,    3.44,    4.08,    6.02,    5.95,    7.99,    8.03,    9.05
197812,    1.77,    1.08,    2.53,    2.27,    0.83,    1.92,    1.54,    0.83,    1.49,    1.89,    3.21,    2.37,    2.12,    1.73,    0.01
197901,    3.84,    4.70,    6.50,    7.99,    9.68,    3.79,    3.92,    4.16,    5.58,    6.56,    6.40,    6.75,    9.65,   10.12,    9.31
197902,   -2.52,   -3.48,   -3.13,   -3.50,   -2.25,   -2.48,   -2.63,   -3.16,   -3.96,   -3.30,   -2.89,   -4.13,   -2.78,   -2.03,   -2.45
197903,    4.39,    7.28,    9.72,   11.37,   11.36,    3.98,    5.42,    6.83,    8.15,    8.99,   10.90,   11.38,   11.35,   12.26,   10.61
197904,    0.36,    0.74,    1.08,    1.47,    2.82,    0.09,    1.05,    0.81,    0.65,    1.24,    0.86,    2.00,    0.96,    2.08,    3.46
197905,   -1.22,   -1.30,   -1.95,   -0.96,   -2.14,   -1.28,   -1.08,   -1.17,   -1.43,   -2.47,   -1.13,   -0.73,   -1.21,   -1.56,   -2.72
197906,    3.10,    5.98,    7.40,    6.88,    6.10,    2.64,    4.29,    5.65,    6.38,    6.64,    8.63,    6.28,    7.52,    6.68,    5.56
197907,    0.85,    2.86,    2.74,    3.47,    0.17,    0.42,    1.81,    3.91,    1.76,    3.19,    2.12,    3.22,    3.73,    1.46,   -1.11
197908,    5.26,    7.03,    8.47,    8.33,    6.11,    4.69,    6.39,    6.09,    8.24,    8.78,    7.92,    8.22,    8.47,    7.80,    4.71
197909,   -0.58,    0.74,    1.73,   -0.60,   -0.25,   -1.74,    1.37,   -0.13,    1.82,    1.96,    1.42,   -0.87,   -0.28,    0.08,   -0.62
197910,   -6.20,   -7.44,   -7.80,   -8.79,  -11.05,   -5.85,   -6.99,   -7.58,   -7.24,   -8.39,   -7.13,   -9.84,   -7.78,   -9.97,  -12.15
197911,    4.37,    6.96,    9.07,   10.39,    8.27,    3.96,    5.32,    6.94,    6.99,    8.85,    9.31,   11.26,    9.41,    9.44,    7.11
197912,    0.32,    2.82,    5.87,    7.43,    7.55,   -0.44,    1.91,    1.89,    3.82,    5.39,    6.31,    6.10,    8.87,    7.46,    7.62
198001,    4.03,    6.68,   10.15,    9.55,    9.57,    3.64,    4.93,    6.61,    6.78,    9.42,   11.05,    9.44,    9.65,    8.58,   10.44
198002,   -1.37,   -1.62,    3.62,   -0.66,    0.38,   -0.37,   -2.49,   -0.14,   -3.46,    4.61,    2.51,   -0.85,   -0.47,   -0.20,    1.01
198003,   -6.76,   -9.70,  -14.06,  -18.36,  -23.17,   -5.84,   -7.96,   -7.75,  -12.31,  -13.64,  -14.64,  -17.80,  -19.01,  -21.31,  -25.49
198004,    4.80,    5.99,    4.49,    4.90,    6.80,    5.63,    3.62,    5.97,    6.02,    4.93,    3.64,    4.32,    5.54,    7.05,    6.45
198005,    5.39,    5.04,    7.26,    7.31,    7.18,    5.08,    5.96,    4.97,    5.10,    5.84,    8.89,    6.38,    8.60,    6.86,    7.59
198006,    3.27,    4.17,    2.14,    5.28,    5.36,    2.71,    4.52,    4.60,    3.67,    2.46,    1.74,    4.72,    5.85,    6.04,    4.58
198007,    5.42,    7.13,    8.66,   11.51,    8.09,    4.97,    6.34,    8.20,    6.30,    6.75,   11.14,   11.24,   11.78,    9.88,    5.84
198008,    1.29,    1.16,    4.09,    5.11,    6.91,    1.55,    0.81,    0.52,    1.75,    4.43,    3.62,    5.01,    5.18,    7.36,    6.50
198009,    1.02,    4.43,    6.18,    2.84,    4.45,    0.21,    2.56,    3.04,    6.46,    7.42,    3.94,    2.83,    2.85,    4.69,    4.17
198010,    0.32,    2.16,    4.14,    3.26,    3.83,    0.65,   -0.20,    2.86,    0.98,    4.44,    3.74,    4.88,    1.53,    3.12,    4.66
198011,    7.55,   10.07,   15.26,   12.96,   12.88,    4.51,   11.89,    9.89,   10.25,   13.62,   17.42,   12.93,   12.98,   15.52,    9.87
198012,    0.83,   -2.82,   -6.11,   -7.40,   -6.63,    0.46,    1.56,   -2.79,   -2.85,   -6.29,   -5.90,   -6.27,   -8.66,   -4.97,   -8.13
198101,   -0.70,   -5.06,   -6.52,   -7.04,   -4.73,    0.15,   -2.60,   -5.56,   -4.55,   -7.20,   -5.32,   -6.88,   -7.24,   -3.89,   -5.57
198102,    2.22,    2.16,    1.10,    0.34,    0.55,    2.56,    1.71,    2.51,    1.91,    0.11,    2.37,    0.11,    0.61,    0.48,    0.62
198103,    2.71,    5.77,    6.66,    6.20,    5.99,    2.37,    3.40,    5.42,    6.08,    6.63,    6.70,    5.42,    7.27,    7.40,    4.79
198104,   -0.51,   -0.67,   -2.44,   -1.81,   -0.62,   -0.86,    0.25,   -0.26,   -1.09,   -1.53,   -3.33,   -1.51,   -2.02,    0.83,   -1.75
198105,    0.62,    1.24,    0.21,    4.42,    2.07,    1.00,    0.08,    1.23,    1.26,   -0.04,    0.53,    4.00,    4.84,    3.08,    1.09
198106,    0.59,   -1.65,    0.06,   -2.96,   -5.83,    0.36,    1.00,   -1.09,   -2.22,    1.29,   -1.45,   -1.94,   -3.93,   -6.17,   -5.55
198107,   -1.54,    0.20,   -0.13,    2.15,    1.03,   -1.16,   -2.23,   -0.44,    1.04,   -0.86,    0.74,    1.18,    2.95,    1.55,    0.48
198108,   -3.79,   -6.62,   -5.80,   -8.39,   -7.93,   -3.48,   -4.36,   -5.83,   -7.57,   -6.43,   -4.79,   -8.61,   -8.12,   -8.69,   -7.16
198109,   -2.90,   -4.86,   -6.67,   -8.98,  -13.99,   -1.73,   -4.73,   -4.63,   -5.10,   -5.97,   -7.75,   -7.38,  -10.40,  -13.32,  -14.47
198110,    3.77,    5.96,    7.03,   11.17,   10.40,    1.91,    7.39,    7.04,    4.74,    7.89,    6.17,   10.86,   11.56,   11.15,    9.68
198111,    4.87,    4.39,    4.32,    4.54,    2.66,    5.45,    3.49,    4.51,    4.22,    5.19,    2.97,    2.81,    7.03,    2.72,    2.61
198112,   -1.73,   -3.10,   -2.83,   -2.98,   -5.61,   -1.54,   -2.16,   -3.43,   -2.69,   -2.47,   -3.25,   -2.50,   -3.68,   -4.18,   -7.18
198201,   -0.15,   -2.98,   -3.83,   -4.87,   -6.96,    0.78,   -1.93,   -3.26,   -2.69,   -3.57,   -4.11,   -4.38,   -5.50,   -6.06,   -7.95
198202,   -3.13,   -4.74,   -6.65,   -8.47,   -7.98,   -2.29,   -4.25,   -4.47,   -5.05,   -5.31,   -8.29,   -6.88,  -10.10,   -7.65,   -8.30
198203,   -0.05,   -0.49,   -1.60,   -2.37,   -3.58,    0.53,   -1.03,    0.10,   -1.27,   -1.28,   -1.91,   -2.28,   -2.47,   -3.31,   -3.83
198204,    3.01,    4.92,    5.86,    6.03,    5.60,    2.67,    3.86,    4.63,    5.41,    5.53,    6.20,    6.42,    5.50,    7.11,    3.38
198205,   -1.76,   -2.84,   -4.43,   -3.61,   -4.71,   -1.69,   -1.91,   -2.94,   -2.71,   -5.49,   -3.47,   -3.60,   -3.63,   -3.97,   -5.71
198206,   -0.85,   -2.88,   -2.54,   -2.80,   -5.04,   -0.77,   -1.05,   -3.26,   -2.50,   -2.24,   -2.89,   -2.59,   -3.05,   -2.64,   -7.92
198207,   -0.51,   -3.19,   -3.50,   -3.48,   -5.18,    0.22,   -2.01,   -2.50,   -3.91,   -2.50,   -4.66,   -3.56,   -3.38,   -6.14,   -4.11
198208,   11.61,   12.20,   12.29,   13.40,    9.75,   11.20,   12.42,   12.66,   11.76,   12.07,   12.52,   13.34,   13.48,   11.81,    7.19
198209,    1.51,    2.78,    1.87,    1.55,    1.30,    1.50,    1.53,    2.65,    2.95,    1.85,    1.88,    1.61,    1.49,    2.36,   -0.32
198210,    9.10,   11.97,   13.61,   17.54,   15.35,    8.92,    9.43,   12.62,   11.42,   13.55,   13.70,   18.00,   16.95,   18.99,   11.87
198211,    4.76,    4.04,    6.62,    7.42,    6.30,    4.16,    6.14,    2.43,    6.46,    6.53,    6.71,    9.58,    5.49,    7.94,    4.48
198212,    1.67,    0.84,    0.54,    1.57,    1.28,    2.93,    0.09,    0.76,    0.97,    0.40,    0.70,    0.99,    2.18,    0.38,    2.08
198301,    3.91,    3.04,    3.44,    6.97,    8.26,    5.07,    2.20,    2.52,    3.46,    3.50,    3.38,    5.63,    8.90,    8.24,    8.28
198302,    2.63,    4.20,    3.98,    3.24,    1.70,    1.90,    4.02,    4.83,    3.39,    5.58,    2.63,    3.68,    2.67,    4.48,   -0.73
198303,    2.25,    4.96,    4.63,    3.70,    1.96,    2.13,    2.41,    5.52,    4.18,    3.94,    5.27,    4.28,    2.90,    2.07,    1.84
198304,    7.61,    6.36,    7.19,    7.13,    9.21,    7.82,    7.32,    5.90,    6.93,    6.70,    7.61,    7.97,    5.78,    9.19,    9.23
198305,   -1.74,    1.73,    1.11,    5.31,    8.33,   -1.95,   -1.42,    2.48,    1.10,   -0.21,    3.46,    3.96,    6.85,    6.86,   10.11
198306,    2.63,    3.35,    4.33,    6.13,    5.64,    1.70,    4.06,    1.19,    5.25,    3.92,    4.86,    7.19,    4.51,    7.27,    3.89
198307,   -1.43,   -3.28,   -3.95,   -5.26,   -6.89,   -0.43,   -2.80,   -2.88,   -3.68,   -2.75,   -5.21,   -4.84,   -5.72,   -6.91,   -6.87
198308,    1.53,    0.34,    0.69,   -1.98,   -2.47,    2.44,    0.28,    0.53,    0.11,   -0.39,    2.16,   -2.22,   -1.73,   -0.96,   -3.99
198309,    3.20,    1.51,    0.35,    1.26,   -0.84,    3.51,    2.77,    1.07,    2.31,    1.70,   -0.95,    1.00,    1.54,    0.88,   -2.34
198310,    0.44,   -2.33,   -4.01,   -5.43,  -10.44,    0.75,   -0.01,   -0.15,   -4.31,   -4.21,   -3.70,   -5.04,   -5.93,   -9.62,  -11.23
198311,    0.75,    2.98,    4.55,    5.19,    5.23,   -0.60,    2.78,    3.27,    2.54,    2.61,    6.71,    5.23,    5.15,    6.31,    4.31
198312,   -0.91,   -0.17,   -1.02,   -0.98,   -3.30,   -0.39,   -1.80,   -1.51,    1.22,   -0.26,   -1.96,   -1.80,   -0.22,   -2.62,   -3.91
198401,   -0.54,   -0.89,   -0.82,   -3.81,   -1.41,   -0.34,   -0.96,   -0.85,   -0.94,    0.91,   -3.21,   -3.04,   -4.48,   -2.95,   -0.05
198402,   -3.81,   -3.37,   -3.66,   -5.63,   -5.49,   -3.34,   -5.30,   -2.69,   -4.40,   -2.88,   -4.72,   -6.71,   -4.48,   -5.81,   -5.22
198403,    1.31,    2.01,    1.60,    1.90,   -0.44,    1.09,    1.76,    1.19,    3.20,    0.80,    2.47,    1.64,    2.16,    0.73,   -1.37
198404,    1.05,    0.75,   -0.21,   -0.64,   -1.05,    1.54,    0.30,    0.68,    0.84,   -1.02,    0.63,    0.30,   -1.64,   -1.37,   -0.79
198405,   -3.62,   -5.88,   -6.21,   -5.96,   -7.03,   -3.64,   -3.56,   -6.78,   -4.95,   -5.41,   -7.23,   -5.51,   -6.41,   -7.62,   -6.58
198406,    2.25,    2.44,    2.55,    4.86,    1.80,    1.96,    2.82,    2.32,    2.56,    2.49,    2.61,    5.06,    4.62,    1.75,    1.85
198407,   -0.06,   -1.86,   -3.50,   -3.60,   -6.00,    0.46,   -1.08,   -1.71,   -2.06,   -2.24,   -4.85,   -3.74,   -3.45,   -4.86,   -7.18
198408,    8.98,   11.48,   12.87,   14.81,   12.73,    8.28,   10.44,   11.64,   11.31,   12.61,   13.29,   15.81,   13.81,   14.58,   10.64
198409,    1.47,   -0.82,    0.20,   -1.62,   -1.92,    1.78,    0.82,   -1.07,   -0.54,    0.02,    0.42,   -0.47,   -3.10,   -1.32,   -2.57
198410,    1.33,    0.15,    0.20,   -1.80,   -3.00,    1.46,    1.11,    0.02,    0.26,    0.55,   -0.23,   -1.27,   -2.40,   -1.82,   -4.40
198411,   -0.30,   -0.52,   -1.15,   -2.07,   -4.72,   -0.26,   -0.37,   -0.98,   -0.08,   -0.96,   -1.32,   -2.36,   -1.78,   -4.21,   -5.25
198412,    2.24,    3.25,    2.85,    2.15,    1.58,    2.17,    2.35,    3.66,    2.79,    2.60,    3.33,    2.51,    1.78,    3.45,   -0.30
198501,    6.76,    7.54,   10.92,   10.72,   13.54,    5.99,    8.48,    7.22,    7.94,    9.93,   12.00,    9.58,   12.26,   12.93,   14.34
198502,    1.57,    2.30,    1.78,    1.63,    1.74,    1.61,    1.49,    2.94,    1.42,    1.41,    2.23,    0.85,    2.53,    0.85,    2.67
198503,    0.71,    0.43,   -0.62,   -2.09,   -3.22,    0.40,    1.29,    1.28,   -0.71,   -0.98,   -0.31,   -2.11,   -2.06,   -0.38,   -6.60
198504,    0.68,    0.55,   -0.90,   -1.74,   -3.96,    0.79,    0.53,    1.28,   -0.43,   -1.18,   -0.55,   -2.65,   -0.81,   -3.61,   -4.39
198505,    5.81,    7.31,    6.07,    4.98,    2.35,    5.29,    6.61,    6.48,    8.33,    5.99,    6.16,    5.64,    4.17,    3.62,    0.81
198506,    1.93,    2.20,    2.15,    1.58,    0.43,    2.13,    1.61,    2.92,    1.09,    2.24,    2.04,    2.48,    0.68,    0.78,    0.03
198507,   -0.53,   -0.87,    0.41,    1.09,    1.38,   -0.34,   -0.76,   -1.65,    0.19,   -0.03,    0.89,    0.91,    1.28,    1.53,    1.17
198508,   -0.04,   -0.48,   -0.40,   -0.63,   -2.47,   -0.25,    0.22,   -0.86,   -0.14,   -1.07,    0.35,   -0.44,   -0.82,   -2.65,   -2.27
198509,   -3.01,   -4.04,   -4.15,   -3.81,   -8.06,   -3.27,   -2.62,   -3.68,   -4.57,   -3.62,   -4.82,   -3.98,   -3.62,   -7.43,   -8.82
198510,    4.72,    4.88,    4.81,    4.93,    3.01,    4.51,    5.21,    4.97,    4.77,    4.55,    5.11,    4.97,    4.88,    3.71,    2.10
198511,    6.59,    8.49,    6.94,    7.34,    5.19,    7.49,    4.96,    8.83,    8.05,    6.78,    7.12,    7.45,    7.26,    5.97,    4.15
198512,    5.32,    4.28,    4.00,    3.72,    3.18,    6.37,    3.59,    3.02,    5.45,    4.05,    3.93,    2.54,    4.95,    2.71,    3.84
198601,    0.72,    1.67,    1.90,    0.41,    1.29,    1.46,   -0.29,    1.74,    1.56,    1.59,    2.20,    0.52,    0.30,    0.81,    1.92
198602,    7.81,    8.46,    7.20,    6.94,    5.70,    7.16,    8.80,    7.77,    9.30,    7.61,    6.69,    5.27,    8.78,    6.37,    4.82
198603,    5.32,    6.27,    5.72,    4.53,    3.94,    4.69,    6.24,    6.18,    6.43,    5.23,    6.21,    5.11,    3.88,    4.27,    3.51
198604,   -1.13,   -1.17,    0.42,   -1.65,    0.87,   -0.70,   -1.60,   -0.07,   -2.48,   -0.49,    1.22,   -1.49,   -1.82,    1.34,    0.06
198605,    4.43,    5.93,    6.20,    5.41,    3.65,    3.34,    5.80,    5.95,    5.90,    6.15,    6.24,    5.44,    5.38,    3.11,    4.37
198606,    2.37,    1.72,    1.10,    0.75,   -0.76,    3.02,    1.48,    1.54,    1.97,    0.79,    1.47,   -0.37,    2.05,   -0.58,   -0.99
198607,   -3.16,   -6.53,   -6.77,   -9.24,  -10.77,   -2.55,   -3.99,   -7.11,   -5.91,   -7.74,   -5.74,   -8.88,   -9.67,   -9.54,  -12.13
198608,    7.32,    6.83,    6.46,    5.64,    3.67,    7.67,    6.67,    6.78,    6.91,    6.24,    6.78,    4.97,    6.64,    5.24,    1.28
198609,   -8.60,   -8.87,   -7.52,   -7.04,   -6.06,   -8.20,   -9.35,   -9.32,   -8.38,   -8.46,   -6.07,   -6.75,   -7.37,   -5.39,   -6.82
198610,    4.43,    6.40,    5.89,    5.34,    3.58,    3.45,    6.20,    7.21,    5.56,    5.57,    6.28,    6.84,    3.79,    6.01,    0.28
198611,    2.69,    1.39,    0.83,    0.49,   -1.67,    2.89,    2.45,    0.84,    1.97,    1.18,    0.47,    1.10,   -0.28,    0.11,   -3.85
198612,   -2.46,   -2.39,   -2.58,   -3.48,   -4.82,   -1.58,   -3.34,   -2.46,   -2.31,   -1.85,   -3.36,   -3.45,   -3.51,   -4.64,   -5.05
198701,   12.95,   12.00,   12.82,   15.19,   12.06,   12.51,   13.58,   11.46,   12.95,   13.00,   12.61,   15.67,   14.63,   13.01,   10.49
198702,    2.84,    4.60,    6.81,    8.54,    7.20,    2.33,    3.79,    3.49,    6.56,    7.01,    6.60,    7.75,    9.26,    7.87,    6.47
198703,    1.77,    2.38,    3.06,    1.43,    2.29,    0.42,    3.05,    0.87,    4.43,    3.66,    2.52,    1.31,    1.62,    2.79,    1.60
198704,   -1.71,   -1.23,   -2.65,   -1.83,   -1.50,   -3.10,   -0.42,   -0.46,   -2.32,   -3.03,   -2.21,   -1.39,   -2.46,   -0.74,   -2.32
198705,    0.47,    0.04,    1.42,    0.78,    0.47,    0.15,    0.80,   -0.33,    0.43,    2.68,   -0.32,   -0.17,    1.73,    1.60,   -0.78
198706,    5.26,    6.47,    3.89,    2.56,   -0.30,    5.36,    5.14,    6.72,    6.10,    4.63,    2.66,    2.74,    2.33,    0.78,   -1.68
198707,    3.02,    5.11,    5.82,    5.69,    4.23,    1.26,    4.85,    5.85,    4.22,    5.69,    6.00,    5.89,    5.42,    3.75,    4.98
198708,    4.94,    3.91,    3.46,    2.59,    2.17,    4.74,    5.17,    4.20,    3.49,    3.44,    3.48,    2.19,    2.96,    3.33,    0.76
198709,   -2.46,   -2.93,   -1.17,   -1.14,   -1.17,   -2.61,   -2.27,   -3.53,   -2.25,   -1.54,   -0.74,   -0.39,   -1.85,   -0.72,   -1.77
198710,  -17.86,  -22.31,  -25.67,  -30.05,  -30.79,  -14.35,  -20.89,  -20.46,  -24.46,  -24.70,  -26.90,  -29.81,  -30.26,  -31.42,  -30.07
198711,   -7.23,   -8.01,   -7.65,   -6.48,   -7.24,   -6.48,   -8.20,   -7.79,   -8.28,   -7.44,   -7.92,   -6.53,   -6.42,   -8.09,   -6.26
198712,    4.57,    8.99,   10.22,   10.88,    5.38,    3.06,    6.51,    8.14,    9.88,    9.84,   10.68,   10.30,   11.70,    6.47,    4.13
198801,    5.16,    5.03,    4.47,    2.59,    1.64,    6.10,    3.51,    5.11,    4.91,    5.67,    2.74,    1.73,    3.76,    0.61,    2.89
198802,    2.72,    5.88,    7.86,    9.68,    8.23,    1.98,    3.90,    6.48,    5.19,    7.20,    8.61,    9.20,   10.28,    8.52,    7.88
198803,   -3.55,   -2.47,   -0.68,    2.49,    3.92,   -4.50,   -1.94,   -3.29,   -1.21,   -1.45,    0.38,    1.92,    3.16,    4.28,    3.54
198804,    1.09,    0.84,    1.00,    1.80,    0.51,    1.80,    0.31,    0.11,    1.75,    0.78,    1.22,    1.99,    1.61,    0.09,    0.99
198805,    1.53,   -0.09,   -0.66,   -1.22,   -3.13,    1.49,    1.57,    0.98,   -1.40,   -0.32,   -1.08,   -1.18,   -1.28,   -2.90,   -3.45
198806,    4.13,    5.83,    6.70,    6.52,    6.02,    3.88,    4.48,    5.34,    6.47,    6.44,    6.98,    5.41,    8.02,    6.52,    5.27
198807,    0.08,   -0.98,   -1.53,   -2.49,   -1.23,   -0.29,    0.55,   -1.28,   -0.59,   -2.05,   -0.88,   -2.69,   -2.14,   -1.63,   -0.50
198808,   -2.47,   -2.40,   -3.69,   -3.30,   -2.46,   -2.71,   -2.03,   -2.42,   -2.37,   -3.32,   -4.13,   -2.52,   -4.56,   -2.14,   -3.11
198809,    4.11,    4.49,    3.61,    3.46,    1.83,    4.14,    4.07,    4.52,    4.45,    3.76,    3.43,    4.28,    2.70,    2.68,    0.22
198810,    3.53,    1.09,   -0.16,    0.89,   -1.64,    2.95,    4.48,    1.11,    1.07,   -0.29,    0.02,    2.18,   -0.52,   -0.88,   -2.98
198811,   -0.99,   -1.72,   -2.44,   -2.54,   -2.86,   -1.19,   -0.65,   -1.22,   -2.39,   -2.90,   -1.94,   -1.86,   -3.26,   -4.72,   -0.71
198812,    1.45,    1.89,    3.00,    3.15,    3.59,    1.75,    1.11,    1.10,    2.88,    2.30,    3.89,    2.99,    3.31,    5.16,    1.48
198901,    6.41,    7.31,    6.93,    6.40,    5.26,    5.90,    7.00,    6.88,    7.89,    6.46,    7.65,    6.64,    6.13,    4.97,    5.65
198902,   -2.74,   -1.77,   -0.68,    1.17,    0.27,   -2.82,   -2.58,   -1.60,   -2.04,   -0.70,   -0.65,    0.91,    1.49,    0.34,    0.15
198903,    2.31,    3.01,    2.11,    1.34,    0.91,    1.62,    3.41,    4.28,    1.35,    2.11,    2.11,    0.87,    1.88,    0.67,    1.23
198904,    4.70,    6.52,    4.50,    4.84,    3.67,    4.27,    5.37,    6.56,    6.45,    4.64,    4.32,    4.78,    4.91,    5.84,    0.73
198905,    3.93,    4.85,    3.45,    5.18,    3.50,    4.08,    3.79,    4.39,    5.51,    2.83,    4.42,    5.35,    4.89,    4.52,    1.63
198906,    0.11,   -0.59,   -1.31,   -1.56,   -1.83,    0.74,   -0.36,   -0.93,   -0.16,   -0.54,   -2.56,   -1.66,   -1.40,   -1.73,   -2.02
198907,    8.45,    9.56,    7.64,    5.63,    2.64,    6.16,   10.87,    9.84,    9.22,    8.33,    6.88,    7.00,    4.50,    4.35,   -0.26
198908,    1.25,    2.55,    3.33,    3.15,    1.74,    0.51,    1.96,    2.33,    2.84,    3.40,    3.23,    2.98,    3.31,    2.92,    0.17
198909,    0.29,   -0.16,   -0.55,   -0.70,    0.42,   -0.77,    1.26,    0.02,   -0.38,   -1.26,    0.62,   -0.48,   -0.91,    0.35,    0.55
198910,   -0.96,   -2.32,   -4.92,   -5.97,   -7.71,   -0.59,   -1.19,   -2.13,   -2.62,   -5.04,   -4.74,   -5.13,   -6.83,   -6.63,   -9.54
198911,    2.95,    1.43,    1.60,    0.69,   -0.95,    3.46,    2.47,    1.75,    0.87,    1.28,    1.95,    1.11,    0.03,   -0.71,   -1.38
